0.0,12
0.01,12
0.02,12
0.03,12
0.04,12
0.05,12
0.06,12
0.07,12
0.08,12
0.09,12
0.1,12
0.11,12
0.12,12
0.13,12
0.14,12
0.15,12
0.16,12
0.17,12
0.18,12
0.19,12
0.2,12
0.21,12
0.22,12
0.23,12
0.24,12
0.25,12
0.26,12
0.27,12
0.28,12
0.29,12
0.3,12
0.31,12
0.32,12
0.33,12
0.34,12
0.35000000000000003,12
0.36,12
0.37,12
0.38,12
0.39,12
0.4,12
0.41000000000000003,12
0.42,12
0.43,12
0.44,12
0.45,12
0.46,12
0.47000000000000003,12
0.48,12
0.49,12
0.5,12
0.51,12
0.52,12
0.53,12
0.54,12
0.55,12
0.56,12
0.5700000000000001,12
0.58,12
0.59,12
0.6,12
0.61,12
0.62,12
0.63,12
0.64,12
0.65,12
0.66,12
0.67,12
0.68,12
0.6900000000000001,12
0.7000000000000001,12
0.71,12
0.72,12
0.73,12
0.74,12
0.75,12
0.76,12
0.77,12
0.78,12
0.79,12
0.8,12
0.81,12
0.8200000000000001,12
0.8300000000000001,12
0.84,12
0.85,12
0.86,12
0.87,12
0.88,12
0.89,12
0.9,12
0.91,12
0.92,12
0.93,12
0.9400000000000001,12
0.9500000000000001,12
0.96,12
0.97,12
0.98,12
0.99,12
1.0,12
1.01,12
1.02,12
1.03,12
1.04,12
1.05,12
1.06,12
1.07,12
1.08,12
1.09,12
1.1,12
1.11,12
1.12,12
1.1300000000000001,12
1.1400000000000001,12
1.1500000000000001,12
1.16,12
1.17,12
1.18,12
1.19,12
1.2,12
1.21,12
1.22,12
1.23,12
1.24,12
1.25,12
1.26,12
1.27,12
1.28,12
1.29,12
1.3,12
1.31,12
1.32,12
1.33,12
1.34,12
1.35,12
1.36,12
1.37,12
1.3800000000000001,12
1.3900000000000001,12
1.4000000000000001,12
1.41,12
1.42,12
1.43,12
1.44,12
1.45,12
1.46,12
1.47,12
1.48,12
1.49,12
1.5,12
1.51,12
1.52,12
1.53,12
1.54,12
1.55,12
1.56,12
1.57,12
1.58,12
1.59,12
1.6,12
1.61,12
1.62,12
1.6300000000000001,12
1.6400000000000001,12
1.6500000000000001,12
1.6600000000000001,12
1.67,12
1.68,12
1.69,12
1.7,12
1.71,12
1.72,12
1.73,12
1.74,12
1.75,12
1.76,12
1.77,12
1.78,12
1.79,12
1.8,12
1.81,12
1.82,12
1.83,12
1.84,12
1.85,12
1.86,12
1.87,12
1.8800000000000001,12
1.8900000000000001,12
1.9000000000000001,12
1.9100000000000001,12
1.92,12
1.93,12
1.94,12
1.95,12
1.96,12
1.97,12
1.98,12
1.99,12
2.0,12
2.0100000000000002,4.5
2.02,4.5
2.0300000000000002,4.530000000000001
2.04,4.5600000000000005
2.05,4.59
2.06,4.62
2.07,4.6499999999999995
2.08,7.562790519529315
2.09,7.625333233564304
2.1,7.687381314585727
2.11,7.748689887164855
2.12,7.809016994374949
2.13,7.868124552684678
2.14,7.925779291565075
2.15,7.981753674101716
2.16,8.035826794978998
2.17,8.087785252292473
2.18,8.137423989748692
2.19,8.184547105928688
2.2,8.228968627421413
2.21,8.27051324277579
2.22,8.309016994374948
2.23,8.344327925502016
2.24,8.376306680043864
2.25,8.40482705246602
2.2600000000000002,8.429776485888253
2.27,8.451056516295154
2.2800000000000002,8.468583161128631
2.29,8.482287250728689
2.3000000000000003,8.492114701314478
2.31,8.498026728428272
2.32,8.5
2.33,8.498026728428272
2.34,8.492114701314478
2.35,8.482287250728689
2.36,8.468583161128631
2.37,8.451056516295154
2.38,8.429776485888251
2.39,8.404827052466018
2.4,8.376306680043864
2.41,8.344327925502014
2.42,8.309016994374947
2.43,8.270513242775788
2.44,8.22896862742141
2.45,8.184547105928687
2.46,8.137423989748688
2.47,8.087785252292472
2.48,8.035826794978997
2.49,7.981753674101713
2.5,7.925779291565072
2.5100000000000002,7.868124552684676
2.52,7.809016994374947
2.5300000000000002,7.748689887164852
2.54,7.687381314585724
2.5500000000000003,7.625333233564302
2.56,7.562790519529313
2.57,7.5
2.58,7.437209480470686
2.59,7.374666766435696
2.6,7.312618685414274
2.61,7.251310112835145
2.62,7.190983005625051
2.63,7.131875447315322
2.64,7.074220708434925
2.65,7.018246325898285
2.66,6.964173205021002
2.67,6.912214747707527
2.68,6.862576010251309
2.69,6.815452894071311
2.7,6.771031372578587
2.71,6.729486757224211
2.72,6.690983005625051
2.73,6.655672074497985
2.74,6.623693319956136
2.75,6.59517294753398
2.7600000000000002,6.570223514111748
2.77,6.548943483704846
2.7800000000000002,6.531416838871368
2.79,6.517712749271311
2.8000000000000003,6.507885298685522
2.81,6.501973271571728
2.82,6.5
2.83,6.501973271571728
2.84,6.5078852986855225
2.85,6.517712749271311
2.86,6.531416838871369
2.87,6.548943483704847
2.88,6.570223514111749
2.89,6.595172947533981
2.9,6.6236933199561365
2.91,6.655672074497986
2.92,6.690983005625053
2.93,6.729486757224212
2.94,6.771031372578589
2.95,6.815452894071313
2.96,6.862576010251311
2.97,6.912214747707528
2.98,6.9641732050210035
2.99,7.018246325898287
3.0,7.074220708434928
3.0100000000000002,7.131875447315323
3.02,7.190983005625053
3.0300000000000002,7.251310112835148
3.04,7.312618685414276
3.0500000000000003,7.374666766435698
3.06,7.437209480470687
3.0700000000000003,7.500000000000003
3.08,7.562790519529314
3.09,7.625333233564304
3.1,7.687381314585726
3.11,7.748689887164855
3.12,7.809016994374949
3.13,7.868124552684678
3.14,7.925779291565074
3.15,7.981753674101716
3.16,8.035826794978998
3.17,8.087785252292473
3.18,8.137423989748692
3.19,8.18454710592869
3.2,8.228968627421413
3.21,8.27051324277579
3.22,8.309016994374948
3.23,8.344327925502014
3.24,8.376306680043864
3.25,8.40482705246602
3.2600000000000002,8.429776485888253
3.27,8.451056516295154
3.2800000000000002,8.468583161128631
3.29,8.482287250728689
3.3000000000000003,8.492114701314478
3.31,8.498026728428272
3.3200000000000003,8.5
3.33,8.498026728428272
3.34,8.492114701314478
3.35,8.482287250728689
3.36,8.468583161128631
3.37,8.451056516295154
3.38,8.429776485888251
3.39,8.40482705246602
3.4,8.376306680043863
3.41,8.344327925502014
3.42,8.309016994374948
3.43,8.270513242775788
3.44,8.22896862742141
3.45,8.184547105928687
3.46,8.13742398974869
3.47,8.087785252292472
3.48,8.035826794978995
3.49,7.981753674101713
3.5,7.925779291565072
3.5100000000000002,7.868124552684677
3.52,7.809016994374946
3.5300000000000002,7.748689887164852
3.54,7.687381314585724
3.5500000000000003,7.6253332335643025
3.56,7.562790519529312
3.5700000000000003,7.4999999999999964
3.58,7.437209480470686
3.59,7.374666766435697
3.6,7.312618685414275
3.61,7.251310112835145
3.62,7.190983005625052
3.63,7.1318754473153225
3.64,7.074220708434927
3.65,7.018246325898285
3.66,6.964173205021002
3.67,6.9122147477075275
3.68,6.86257601025131
3.69,6.815452894071311
3.7,6.771031372578587
3.71,6.729486757224211
3.72,6.690983005625052
3.73,6.655672074497985
3.74,6.623693319956136
